Order_ID,Date,Client,Categorie,Produit,Quantite,Prix_Unitaire,Remise,Pays,Canal_Vente,Frais_Livraison,Satisfaction,Montant_Total
CMD01484,2024-06-13,Emma Rossi,Mode,Chaussures,2,1640.66,0.3,Italie,App,9.0,3,2296.924
CMD01485,2024-06-05,Emma Rossi,Mode,Sac à main,3,965.41,0.3,Italie,Web,2.44,4,2027.3609999999999
CMD01486,2024-03-14,Ali Benali,Sport,Tapis de course,1,1829.54,0.05,Italie,App,13.94,3,1738.0629999999999
CMD01487,2024-08-27,Ali Benali,Mode,Montre,3,1109.15,0.15,Allemagne,Magasin,14.73,2,2828.3325
CMD01488,2024-04-27,Nina Müller,Électronique,Smartphone,5,894.52,0.1,Maroc,Magasin,4.89,1,4025.3400000000006
CMD01489,2024-05-07,Paolo Bianchi,Jouets,Peluche,5,660.28,0.3,Suisse,Magasin,1.19,3,2310.9799999999996
CMD01490,2024-02-17,Nina Müller,Jouets,Peluche,2,648.22,0.15,France,App,1.85,2,1101.974
CMD01491,2024-09-13,Paolo Bianchi,Mode,Chaussures,2,1751.27,0.25,Italie,Web,6.47,5,2626.9049999999997
CMD01492,2024-02-28,Carlos Gomez,Beauté,Crème visage,1,1215.97,0.25,Espagne,App,0.76,5,911.9775
CMD01493,2024-02-17,Jean Dupont,Mode,Jean,4,1248.87,0.3,Italie,App,12.37,1,3496.8359999999993
CMD01494,2024-10-07,Lucie Martin,Électronique,Ordinateur portable,1,1897.37,0.0,Belgique,Web,5.12,1,1897.37
CMD01495,2024-11-11,Sarah Moreau,Maison,Mixeur,1,329.82,0.05,France,App,13.44,3,313.32899999999995
CMD01496,2024-03-01,Léa Durand,Mode,Montre,3,734.6,0.05,France,Magasin,12.02,1,2093.61
CMD01497,2024-02-12,Lucie Martin,Sport,Vélo,1,1343.24,0.15,France,App,13.71,3,1141.754
CMD01498,2024-09-27,Lucie Martin,Mode,Chaussures,1,965.24,0.0,Maroc,Magasin,0.47,2,965.24
CMD01499,2024-07-10,Léa Durand,Beauté,Crème visage,1,613.53,0.3,Italie,Magasin,0.08,5,429.47099999999995
CMD01500,2024-03-29,Jean Dupont,Électronique,Ordinateur portable,2,891.04,0.0,Belgique,Magasin,3.69,1,1782.08
CMD01501,2024-03-01,Léa Durand,Maison,Machine à café,4,1408.7,0.25,Espagne,Web,12.2,2,4226.1
CMD01502,2024-08-24,Paolo Bianchi,Beauté,Crème visage,2,480.31,0.15,Suisse,App,8.6,1,816.5269999999999
CMD01503,2024-11-03,Youssef El Amrani,Électronique,TV 4K,3,1041.8,0.25,Espagne,Web,14.89,4,2344.0499999999997
CMD01504,2024-11-26,Youssef El Amrani,Sport,Chaussures de sport,1,1071.9,0.15,Maroc,App,5.94,1,911.115
CMD01505,2024-10-09,Carlos Gomez,Mode,Montre,3,915.35,0.25,France,Web,10.13,3,2059.5375000000004
CMD01506,2024-08-15,Ali Benali,Jouets,Lego,5,1295.06,0.1,Espagne,Magasin,7.44,5,5827.7699999999995
CMD01507,2024-03-03,Youssef El Amrani,Mode,Chaussures,3,1970.01,0.2,Belgique,Web,10.75,2,4728.024
CMD01508,2024-06-16,Nina Müller,Jouets,Jeu de société,4,913.15,0.15,Allemagne,Magasin,5.85,2,3104.71
CMD01509,2024-01-02,Lucie Martin,Jouets,Lego,5,991.56,0.2,France,Magasin,7.72,3,3966.24
CMD01510,2024-11-08,Nina Müller,Sport,Vélo,2,1270.21,0.1,Espagne,Magasin,6.34,5,2286.378
CMD01511,2024-10-01,Emma Rossi,Sport,Ballon,1,166.61,0.1,Belgique,App,5.44,5,149.949
CMD01512,2024-03-01,Paolo Bianchi,Beauté,Sérum,1,1370.91,0.25,Espagne,Magasin,2.62,2,1028.1825000000001
CMD01513,2024-09-10,Sarah Moreau,Électronique,Ordinateur portable,2,1378.0,0.1,Italie,App,4.24,3,2480.4
CMD01514,2024-04-16,Carlos Gomez,Maison,Mixeur,5,374.51,0.25,Suisse,App,8.05,4,1404.4125
CMD01515,2024-11-24,Youssef El Amrani,Beauté,Shampoing,3,265.87,0.05,Espagne,App,10.29,1,757.7295
CMD01516,2024-08-22,Nina Müller,Beauté,Shampoing,2,1255.71,0.15,Italie,Web,8.59,5,2134.707
CMD01517,2024-05-24,Léa Durand,Électronique,Casque audio,4,1031.21,0.1,Suisse,Web,14.56,1,3712.356
CMD01518,2024-01-21,Youssef El Amrani,Électronique,TV 4K,2,873.22,0.2,Maroc,Magasin,3.81,5,1397.152
CMD01519,2024-10-26,Lucie Martin,Sport,Tapis de course,4,1091.38,0.15,Belgique,Web,4.48,1,3710.6920000000005
CMD01520,2024-01-28,Sarah Moreau,Beauté,Shampoing,2,1236.35,0.3,Suisse,Web,10.35,2,1730.8899999999999
CMD01521,2024-04-17,Nina Müller,Jouets,Puzzle,5,305.48,0.2,Espagne,Magasin,5.52,1,1221.92
CMD01522,2024-05-08,Sarah Moreau,Beauté,Parfum,3,119.67,0.05,Italie,Web,9.99,2,341.05949999999996
CMD01523,2024-01-01,Léa Durand,Jouets,Lego,3,374.98,0.05,Allemagne,App,3.16,4,1068.693
CMD01524,2024-04-09,Jean Dupont,Beauté,Parfum,3,1045.71,0.1,Italie,Web,3.41,1,2823.4170000000004
CMD01525,2024-08-06,Paolo Bianchi,Sport,Raquette,5,1824.52,0.05,Allemagne,App,1.13,2,8666.47
CMD01526,2024-05-30,Youssef El Amrani,Maison,Mixeur,1,685.92,0.1,France,Web,12.64,1,617.328
CMD01527,2024-02-10,Paolo Bianchi,Jouets,Jeu de société,4,1305.15,0.1,Espagne,Magasin,2.93,2,4698.540000000001
CMD01528,2024-08-31,Paolo Bianchi,Électronique,Casque audio,2,543.07,0.1,Italie,Magasin,13.07,4,977.5260000000001
CMD01529,2024-05-21,Jean Dupont,Maison,Ventilateur,5,647.77,0.25,Belgique,App,7.19,1,2429.1375
CMD01530,2024-02-24,Carlos Gomez,Mode,Sac à main,4,753.15,0.2,Maroc,Web,13.03,4,2410.08
CMD01531,2024-07-16,Sarah Moreau,Beauté,Crème visage,3,1232.2,0.0,Maroc,App,4.37,5,3696.6000000000004
CMD01532,2024-03-14,Lucie Martin,Mode,Jean,1,1169.31,0.0,Belgique,App,7.46,2,1169.31
CMD01533,2024-03-27,Ali Benali,Jouets,Peluche,1,1744.39,0.1,France,Web,1.43,4,1569.951
CMD01534,2024-04-29,Jean Dupont,Sport,Tapis de course,5,813.26,0.0,Espagne,Web,13.17,5,4066.3
CMD01535,2024-07-07,Ali Benali,Électronique,Casque audio,3,1768.69,0.3,France,Magasin,1.64,5,3714.2489999999993
CMD01536,2024-04-22,Sarah Moreau,Beauté,Parfum,4,1723.62,0.2,Italie,App,1.09,5,5515.584
CMD01537,2024-04-30,Sarah Moreau,Électronique,Smartphone,4,1905.82,0.3,France,Magasin,8.14,2,5336.295999999999
CMD01538,2024-02-08,Ali Benali,Mode,Sac à main,5,1586.86,0.05,Maroc,Web,14.2,4,7537.584999999999
CMD01539,2024-09-04,Léa Durand,Mode,Montre,2,1127.34,0.15,Italie,Magasin,3.37,5,1916.4779999999998
CMD01540,2024-01-12,Ali Benali,Beauté,Rouge à lèvres,2,1222.84,0.25,Belgique,App,5.07,2,1834.2599999999998
CMD01541,2024-05-16,Léa Durand,Sport,Ballon,1,1576.08,0.1,Italie,App,4.87,2,1418.472
CMD01542,2024-08-13,Sarah Moreau,Électronique,Casque audio,2,1125.09,0.05,France,Magasin,5.32,3,2137.671
CMD01543,2024-05-26,Léa Durand,Beauté,Sérum,1,555.34,0.0,Allemagne,Web,9.61,5,555.34
CMD01544,2024-06-15,Sarah Moreau,Maison,Ventilateur,1,456.92,0.1,Italie,App,6.84,5,411.228
CMD01545,2024-09-14,Léa Durand,Mode,Chaussures,4,1655.22,0.2,Italie,Magasin,5.91,1,5296.704000000001
CMD01546,2024-11-21,Léa Durand,Jouets,Voiture téléguidée,3,1185.92,0.05,Allemagne,App,11.23,5,3379.872
CMD01547,2024-03-27,Lucie Martin,Mode,Jean,1,1561.27,0.25,Italie,Web,14.13,4,1170.9524999999999
CMD01548,2024-08-10,Carlos Gomez,Mode,Sac à main,3,1149.64,0.15,Belgique,Magasin,12.83,1,2931.582
CMD01549,2024-12-07,Léa Durand,Sport,Vélo,5,904.7,0.0,Belgique,Magasin,8.14,4,4523.5
CMD01550,2024-01-31,Youssef El Amrani,Électronique,TV 4K,2,1644.86,0.25,France,Magasin,9.96,1,2467.29
CMD01551,2024-01-19,Paolo Bianchi,Jouets,Voiture téléguidée,5,1789.26,0.0,Allemagne,Web,12.31,2,8946.3
CMD01552,2024-12-13,Sarah Moreau,Beauté,Sérum,4,1089.18,0.25,Belgique,Magasin,10.6,4,3267.54
CMD01553,2024-05-28,Léa Durand,Maison,Aspirateur,5,981.33,0.1,Suisse,App,10.58,3,4415.985000000001
CMD01554,2024-10-27,Jean Dupont,Mode,Chaussures,1,1355.23,0.1,Belgique,Magasin,8.02,1,1219.707
CMD01555,2024-01-05,Sarah Moreau,Électronique,TV 4K,2,1651.01,0.0,Suisse,Magasin,1.11,1,3302.02
CMD01556,2024-05-15,Emma Rossi,Sport,Ballon,3,1701.84,0.0,Italie,App,1.76,3,5105.5199999999995
CMD01557,2024-12-03,Carlos Gomez,Maison,Machine à café,3,470.32,0.05,Allemagne,App,4.22,3,1340.412
CMD01558,2024-08-18,Emma Rossi,Électronique,Ordinateur portable,2,1164.65,0.0,Italie,Web,13.72,5,2329.3
CMD01559,2024-06-08,Léa Durand,Sport,Vélo,1,430.3,0.1,Belgique,App,4.44,1,387.27000000000004
CMD01560,2024-08-16,Lucie Martin,Jouets,Peluche,3,87.77,0.2,Allemagne,App,4.81,1,210.64800000000002
CMD01561,2024-08-14,Carlos Gomez,Sport,Vélo,3,881.69,0.2,France,App,1.38,3,2116.056
CMD01562,2024-07-28,Carlos Gomez,Mode,Jean,1,1031.73,0.05,Belgique,Magasin,5.59,1,980.1435
CMD01563,2024-02-25,Lucie Martin,Électronique,Tablette,2,234.22,0.1,Suisse,Web,7.33,1,421.596
CMD01564,2024-08-24,Lucie Martin,Jouets,Peluche,2,1773.87,0.2,Allemagne,Web,10.01,2,2838.192
CMD01565,2024-09-28,Léa Durand,Sport,Ballon,5,122.1,0.25,Italie,App,13.41,5,457.875
CMD01566,2024-08-02,Ali Benali,Beauté,Parfum,1,882.21,0.2,Allemagne,Web,2.47,1,705.768
CMD01567,2024-09-01,Youssef El Amrani,Maison,Machine à café,4,972.21,0.15,Maroc,App,8.88,2,3305.514
CMD01568,2024-09-24,Youssef El Amrani,Sport,Tapis de course,3,155.76,0.2,Belgique,App,12.18,1,373.824
CMD01569,2024-09-10,Sarah Moreau,Sport,Chaussures de sport,4,229.24,0.3,Italie,App,7.15,3,641.872
CMD01570,2024-07-26,Jean Dupont,Jouets,Voiture téléguidée,5,605.04,0.25,Allemagne,App,5.36,1,2268.8999999999996
CMD01571,2024-10-14,Emma Rossi,Sport,Tapis de course,5,1388.67,0.2,Belgique,App,5.14,5,5554.68
CMD01572,2024-06-02,Sarah Moreau,Jouets,Jeu de société,5,651.3,0.1,Espagne,App,14.79,4,2930.85
CMD01573,2024-05-10,Emma Rossi,Jouets,Puzzle,2,1501.14,0.2,Suisse,App,4.37,1,2401.824
CMD01574,2024-12-14,Emma Rossi,Beauté,Parfum,3,1064.45,0.1,Suisse,Web,8.33,3,2874.0150000000003
CMD01575,2024-11-25,Ali Benali,Maison,Machine à café,2,1496.98,0.0,Maroc,App,9.31,1,2993.96
CMD01576,2024-05-22,Emma Rossi,Maison,Machine à café,4,1763.4,0.1,France,Web,13.24,3,6348.240000000001
CMD01577,2024-03-24,Youssef El Amrani,Sport,Vélo,1,1359.46,0.1,Belgique,App,12.67,4,1223.5140000000001
CMD01578,2024-12-04,Ali Benali,Jouets,Jeu de société,5,1993.4,0.2,France,Magasin,0.5,4,7973.6
CMD01579,2024-03-17,Nina Müller,Maison,Lampadaire,4,964.24,0.3,Suisse,App,12.61,5,2699.872
CMD01580,2024-10-05,Emma Rossi,Sport,Vélo,4,566.14,0.05,Allemagne,Magasin,1.09,5,2151.332
CMD01581,2024-11-01,Carlos Gomez,Jouets,Peluche,3,1393.56,0.05,Maroc,Web,6.39,5,3971.646
CMD01582,2024-02-09,Lucie Martin,Électronique,Casque audio,4,1862.36,0.25,Belgique,App,8.51,2,5587.08
CMD01583,2024-11-26,Nina Müller,Mode,Sac à main,3,1418.0,0.1,Italie,App,8.14,4,3828.6
CMD01584,2024-03-30,Carlos Gomez,Maison,Machine à café,1,1622.18,0.3,Allemagne,Magasin,9.51,5,1135.526
CMD01585,2024-02-25,Paolo Bianchi,Jouets,Voiture téléguidée,3,1456.69,0.25,Belgique,App,2.44,4,3277.5525
CMD01586,2024-10-07,Ali Benali,Sport,Vélo,2,1613.66,0.1,Maroc,App,6.95,1,2904.588
CMD01587,2024-09-05,Ali Benali,Sport,Vélo,4,1485.86,0.05,Maroc,App,13.82,4,5646.267999999999
CMD01588,2024-06-18,Carlos Gomez,Maison,Machine à café,4,1379.35,0.0,Allemagne,App,13.34,1,5517.4
CMD01589,2024-04-25,Nina Müller,Mode,Chaussures,5,1342.67,0.0,France,Magasin,13.23,2,6713.35
CMD01590,2024-10-14,Nina Müller,Sport,Chaussures de sport,5,789.16,0.15,Maroc,Magasin,13.0,1,3353.93
CMD01591,2024-01-22,Sarah Moreau,Électronique,Tablette,3,214.86,0.3,Maroc,App,5.08,5,451.206
CMD01592,2024-04-10,Emma Rossi,Mode,Veste,1,604.11,0.2,Maroc,Web,5.01,2,483.288
CMD01593,2024-10-07,Jean Dupont,Jouets,Puzzle,3,880.32,0.05,Allemagne,App,6.83,4,2508.912
CMD01594,2024-10-28,Emma Rossi,Sport,Raquette,4,35.89,0.3,Maroc,Magasin,7.34,3,100.49199999999999
CMD01595,2024-02-02,Paolo Bianchi,Électronique,Casque audio,5,58.54,0.0,Maroc,App,5.88,5,292.7
CMD01596,2024-10-10,Youssef El Amrani,Jouets,Voiture téléguidée,4,1211.13,0.1,Belgique,App,10.91,3,4360.068
CMD01597,2024-08-21,Paolo Bianchi,Beauté,Crème visage,1,474.83,0.25,Espagne,Web,4.04,5,356.1225
CMD01598,2024-12-13,Sarah Moreau,Sport,Tapis de course,5,643.52,0.2,Allemagne,App,1.6,4,2574.08
CMD01599,2024-11-11,Nina Müller,Jouets,Voiture téléguidée,2,521.34,0.1,Espagne,Web,3.59,1,938.412
CMD01600,2024-12-18,Sarah Moreau,Maison,Machine à café,2,868.7,0.3,Espagne,Magasin,7.74,4,1216.18
CMD01601,2024-08-13,Carlos Gomez,Jouets,Peluche,5,150.03,0.3,Espagne,Web,5.32,1,525.1049999999999
CMD01602,2024-09-23,Youssef El Amrani,Sport,Ballon,2,1117.9,0.1,Maroc,Magasin,12.85,3,2012.2200000000003
CMD01603,2024-04-23,Léa Durand,Jouets,Puzzle,5,879.35,0.15,Italie,Web,1.43,4,3737.2374999999997
CMD01604,2024-08-16,Nina Müller,Jouets,Jeu de société,4,81.17,0.2,Suisse,App,2.37,1,259.744
CMD01605,2024-01-13,Youssef El Amrani,Beauté,Rouge à lèvres,1,947.46,0.0,France,Magasin,8.52,2,947.46
CMD01606,2024-05-23,Paolo Bianchi,Jouets,Peluche,3,272.17,0.3,Maroc,Magasin,12.64,3,571.5569999999999
CMD01607,2024-08-20,Youssef El Amrani,Mode,Chaussures,2,245.74,0.15,Belgique,Magasin,1.78,2,417.758
CMD01608,2024-07-01,Sarah Moreau,Électronique,Ordinateur portable,4,598.55,0.1,Espagne,App,2.03,2,2154.7799999999997
CMD01609,2024-08-10,Nina Müller,Sport,Raquette,5,1326.28,0.1,Belgique,Magasin,2.95,2,5968.26
CMD01610,2024-10-14,Youssef El Amrani,Électronique,Tablette,2,28.31,0.15,Espagne,Web,6.03,4,48.126999999999995
CMD01611,2024-05-14,Nina Müller,Mode,Montre,4,395.5,0.05,Espagne,Magasin,14.77,1,1502.8999999999999
CMD01612,2024-07-12,Sarah Moreau,Mode,Montre,2,1680.02,0.1,France,App,11.24,3,3024.036
CMD01613,2024-08-31,Sarah Moreau,Sport,Vélo,5,1311.02,0.15,Allemagne,Web,3.36,1,5571.835
CMD01614,2024-01-31,Léa Durand,Maison,Mixeur,2,919.89,0.0,Italie,Web,7.69,3,1839.78
CMD01615,2024-11-13,Sarah Moreau,Électronique,Tablette,5,1647.07,0.3,Espagne,Web,5.91,5,5764.745
CMD01616,2024-02-04,Youssef El Amrani,Maison,Aspirateur,1,1012.1,0.3,France,App,1.13,5,708.47
CMD01617,2024-11-03,Paolo Bianchi,Beauté,Parfum,4,1794.04,0.25,Italie,Magasin,7.36,5,5382.12
CMD01618,2024-05-06,Emma Rossi,Jouets,Puzzle,3,1158.27,0.1,Espagne,Web,11.73,5,3127.329
CMD01619,2024-08-02,Carlos Gomez,Jouets,Puzzle,4,98.88,0.2,Italie,App,1.96,1,316.416
CMD01620,2024-07-13,Sarah Moreau,Jouets,Puzzle,4,989.51,0.1,France,App,10.04,3,3562.236
CMD01621,2024-01-26,Paolo Bianchi,Beauté,Parfum,1,1362.65,0.0,Maroc,App,3.67,5,1362.65
CMD01622,2024-12-16,Carlos Gomez,Jouets,Jeu de société,5,236.39,0.15,France,App,1.62,4,1004.6574999999998
CMD01623,2024-06-03,Carlos Gomez,Beauté,Parfum,4,638.85,0.0,Allemagne,Magasin,3.91,1,2555.4
CMD01624,2024-07-15,Ali Benali,Électronique,Smartphone,5,1547.32,0.0,Allemagne,App,1.42,4,7736.599999999999
CMD01625,2024-05-06,Léa Durand,Jouets,Voiture téléguidée,5,1955.07,0.3,Maroc,Web,3.94,3,6842.745
CMD01626,2024-06-30,Ali Benali,Jouets,Peluche,5,1174.67,0.25,Belgique,App,13.33,2,4405.012500000001
CMD01627,2024-06-21,Ali Benali,Mode,Montre,1,426.97,0.0,Italie,Magasin,5.72,4,426.97
CMD01628,2024-06-12,Nina Müller,Jouets,Voiture téléguidée,4,1460.45,0.3,Italie,App,9.95,2,4089.2599999999998
CMD01629,2024-12-23,Youssef El Amrani,Beauté,Rouge à lèvres,3,135.89,0.3,Maroc,Magasin,10.4,3,285.36899999999997
CMD01630,2024-07-08,Lucie Martin,Électronique,Tablette,2,1761.06,0.3,Espagne,Web,2.25,2,2465.484
CMD01631,2024-10-26,Léa Durand,Électronique,Ordinateur portable,4,636.72,0.15,Allemagne,App,14.73,5,2164.848
CMD01632,2024-07-29,Emma Rossi,Mode,Montre,5,62.06,0.25,Belgique,App,0.49,2,232.72500000000002
CMD01633,2024-09-07,Carlos Gomez,Sport,Ballon,2,475.67,0.25,France,Web,9.56,3,713.505
CMD01634,2024-10-23,Nina Müller,Maison,Aspirateur,2,1037.33,0.2,Espagne,App,5.28,1,1659.728
CMD01635,2024-03-31,Lucie Martin,Maison,Lampadaire,2,548.34,0.25,Belgique,App,3.01,5,822.51
CMD01636,2024-07-09,Carlos Gomez,Jouets,Peluche,3,447.25,0.15,Espagne,App,7.24,5,1140.4875
CMD01637,2024-05-28,Sarah Moreau,Sport,Raquette,5,911.99,0.25,Belgique,Web,9.9,1,3419.9624999999996
CMD01638,2024-12-01,Emma Rossi,Électronique,Tablette,4,1221.08,0.05,Espagne,App,1.75,2,4640.103999999999
CMD01639,2024-06-06,Nina Müller,Sport,Vélo,3,916.1,0.0,Maroc,App,10.58,1,2748.3
CMD01640,2024-10-05,Ali Benali,Beauté,Shampoing,2,1377.69,0.2,Allemagne,Web,14.87,1,2204.304
CMD01641,2024-05-09,Léa Durand,Sport,Chaussures de sport,4,1515.51,0.2,Allemagne,Web,1.39,3,4849.6320000000005
CMD01642,2024-08-23,Ali Benali,Électronique,Casque audio,1,1348.98,0.0,Belgique,Magasin,9.55,3,1348.98
CMD01643,2024-08-21,Jean Dupont,Sport,Raquette,2,1608.49,0.25,Italie,Web,6.84,5,2412.735
CMD01644,2024-11-03,Carlos Gomez,Sport,Raquette,2,507.21,0.15,Maroc,Magasin,8.84,1,862.257
CMD01645,2024-03-11,Nina Müller,Maison,Ventilateur,3,818.1,0.2,France,App,0.16,5,1963.4400000000003
CMD01646,2024-08-08,Nina Müller,Mode,Veste,3,713.42,0.05,Maroc,Web,5.67,1,2033.2469999999996
CMD01647,2024-01-12,Sarah Moreau,Jouets,Jeu de société,1,1590.82,0.25,Maroc,App,11.66,2,1193.115
CMD01648,2024-02-02,Lucie Martin,Électronique,Tablette,1,919.31,0.05,Suisse,App,0.61,3,873.3444999999999
CMD01649,2024-09-05,Youssef El Amrani,Maison,Aspirateur,5,1417.97,0.1,Maroc,Web,7.07,4,6380.865000000001
CMD01650,2024-04-01,Jean Dupont,Jouets,Voiture téléguidée,3,359.59,0.3,France,App,10.4,5,755.1389999999999
CMD01651,2024-10-21,Ali Benali,Sport,Ballon,1,723.14,0.15,Belgique,Magasin,9.64,4,614.669
CMD01652,2024-04-14,Ali Benali,Sport,Raquette,4,521.67,0.25,Italie,App,5.95,5,1565.0099999999998
CMD01653,2024-09-06,Jean Dupont,Sport,Chaussures de sport,2,967.44,0.0,Allemagne,Web,12.3,4,1934.88
CMD01654,2024-11-14,Ali Benali,Jouets,Jeu de société,2,268.5,0.0,Espagne,Magasin,10.99,5,537.0
CMD01655,2024-09-27,Nina Müller,Jouets,Jeu de société,1,507.42,0.05,Italie,App,10.96,2,482.049
CMD01656,2024-09-21,Sarah Moreau,Maison,Aspirateur,2,977.25,0.3,Maroc,App,5.42,4,1368.1499999999999
CMD01657,2024-04-04,Youssef El Amrani,Beauté,Shampoing,2,219.97,0.15,Maroc,App,9.91,1,373.949
CMD01658,2024-09-10,Paolo Bianchi,Électronique,TV 4K,2,467.11,0.25,Allemagne,App,12.94,4,700.665
CMD01659,2024-11-03,Jean Dupont,Sport,Tapis de course,5,1952.4,0.1,Belgique,Web,4.8,3,8785.800000000001
CMD01660,2024-08-22,Jean Dupont,Beauté,Crème visage,2,390.19,0.25,Italie,App,1.7,4,585.285
CMD01661,2024-11-19,Jean Dupont,Mode,Jean,2,1976.64,0.25,Espagne,Web,5.79,3,2964.96
CMD01662,2024-11-17,Jean Dupont,Électronique,Smartphone,4,1212.72,0.1,France,Magasin,6.42,4,4365.792
CMD01663,2024-02-11,Youssef El Amrani,Jouets,Peluche,2,1543.12,0.25,France,Web,1.88,3,2314.68
CMD01664,2024-11-05,Nina Müller,Jouets,Peluche,1,970.63,0.15,Allemagne,Web,4.21,1,825.0355
CMD01665,2024-02-08,Youssef El Amrani,Électronique,TV 4K,1,1589.85,0.3,Italie,Web,9.43,3,1112.8949999999998
CMD01666,2024-05-02,Jean Dupont,Sport,Ballon,1,67.38,0.3,France,Web,0.0,5,47.166
CMD01667,2024-07-22,Léa Durand,Maison,Lampadaire,2,1679.39,0.15,Belgique,Magasin,3.5,1,2854.963
CMD01668,2024-11-19,Léa Durand,Jouets,Lego,2,1126.69,0.25,Italie,App,5.6,5,1690.035
CMD01669,2024-05-04,Carlos Gomez,Sport,Ballon,5,1928.0,0.25,Belgique,App,6.06,2,7230.0
CMD01670,2024-07-09,Nina Müller,Beauté,Sérum,2,811.52,0.05,France,App,5.61,1,1541.888
CMD01671,2024-11-02,Jean Dupont,Maison,Ventilateur,3,1842.93,0.3,France,App,5.49,3,3870.153
CMD01672,2024-06-28,Emma Rossi,Mode,Chaussures,2,1649.37,0.1,Suisse,App,14.15,3,2968.866
CMD01673,2024-06-29,Léa Durand,Sport,Tapis de course,3,1426.9,0.15,Allemagne,Web,1.89,3,3638.5950000000007
CMD01674,2024-06-23,Ali Benali,Beauté,Crème visage,3,262.05,0.3,Allemagne,App,10.83,1,550.3050000000001
CMD01675,2024-01-28,Sarah Moreau,Beauté,Parfum,3,225.26,0.2,Italie,App,2.92,4,540.624
CMD01676,2024-05-13,Emma Rossi,Mode,Veste,2,405.79,0.1,Italie,Magasin,4.48,4,730.422
CMD01677,2024-06-23,Sarah Moreau,Beauté,Shampoing,1,479.66,0.1,Suisse,Magasin,2.01,1,431.694
CMD01678,2024-04-29,Carlos Gomez,Sport,Chaussures de sport,1,13.61,0.2,Maroc,Magasin,14.94,4,10.888
CMD01679,2024-11-21,Emma Rossi,Mode,Sac à main,1,1872.89,0.05,Belgique,App,4.95,4,1779.2455
CMD01680,2024-07-18,Youssef El Amrani,Maison,Mixeur,1,1393.44,0.05,Italie,Magasin,3.11,1,1323.768
CMD01681,2024-02-04,Léa Durand,Électronique,TV 4K,5,586.27,0.1,Allemagne,Web,10.25,3,2638.215
CMD01682,2024-01-01,Carlos Gomez,Électronique,Casque audio,1,1874.53,0.2,Espagne,Web,6.09,2,1499.624
CMD01683,2024-09-08,Paolo Bianchi,Électronique,Ordinateur portable,1,617.77,0.05,Espagne,App,12.16,5,586.8815
CMD01684,2024-08-26,Lucie Martin,Sport,Vélo,4,765.13,0.15,Maroc,Web,1.59,3,2601.442
CMD01685,2024-09-19,Nina Müller,Mode,Sac à main,4,1455.94,0.2,Allemagne,Magasin,13.07,2,4659.008000000001
CMD01686,2024-08-21,Lucie Martin,Électronique,TV 4K,5,1796.61,0.0,Belgique,App,2.52,1,8983.05
CMD01687,2024-07-25,Ali Benali,Mode,Montre,3,260.35,0.25,Allemagne,Web,6.35,4,585.7875
CMD01688,2024-02-28,Lucie Martin,Sport,Vélo,5,1058.25,0.2,Espagne,Magasin,8.86,5,4233.0
CMD01689,2024-04-23,Emma Rossi,Sport,Chaussures de sport,5,212.49,0.25,France,Magasin,2.29,1,796.8375000000001
CMD01690,2024-10-19,Lucie Martin,Électronique,TV 4K,2,829.38,0.25,Allemagne,Web,10.26,3,1244.07
CMD01691,2024-08-09,Ali Benali,Sport,Raquette,5,1185.84,0.3,France,Magasin,5.86,4,4150.44
CMD01692,2024-10-30,Paolo Bianchi,Sport,Ballon,2,416.43,0.15,Italie,App,6.19,2,707.931
CMD01693,2024-02-25,Youssef El Amrani,Jouets,Puzzle,1,1962.25,0.0,Espagne,Web,4.91,5,1962.25
CMD01694,2024-06-15,Ali Benali,Électronique,Ordinateur portable,3,1519.22,0.3,Espagne,App,12.25,2,3190.3619999999996
CMD01695,2024-11-29,Jean Dupont,Maison,Machine à café,4,736.54,0.0,Suisse,Magasin,10.44,2,2946.16
CMD01696,2024-06-24,Jean Dupont,Sport,Vélo,3,148.6,0.05,Suisse,App,13.29,4,423.50999999999993
CMD01697,2024-12-18,Youssef El Amrani,Jouets,Lego,2,1024.37,0.3,Allemagne,Web,2.12,5,1434.1179999999997
CMD01698,2024-08-18,Jean Dupont,Beauté,Sérum,2,677.76,0.0,Espagne,Magasin,0.38,3,1355.52
CMD01699,2024-10-24,Nina Müller,Mode,Sac à main,2,1595.73,0.2,Maroc,Magasin,6.62,2,2553.168
CMD01700,2024-06-12,Jean Dupont,Maison,Lampadaire,5,1796.08,0.2,France,Web,14.54,2,7184.32
CMD01701,2024-12-20,Léa Durand,Mode,Veste,4,195.66,0.2,Maroc,Magasin,11.57,4,626.1120000000001
CMD01702,2024-12-24,Jean Dupont,Beauté,Shampoing,5,1292.4,0.05,Italie,Magasin,3.12,5,6138.9
CMD01703,2024-09-13,Paolo Bianchi,Beauté,Rouge à lèvres,2,525.48,0.25,Allemagne,Magasin,3.22,4,788.22
CMD01704,2024-07-13,Carlos Gomez,Sport,Ballon,4,1530.87,0.1,Maroc,App,5.07,3,5511.132
CMD01705,2024-11-18,Emma Rossi,Mode,Sac à main,2,1971.99,0.05,Espagne,Web,0.44,2,3746.781
CMD01706,2024-02-27,Léa Durand,Maison,Mixeur,2,1860.42,0.1,Espagne,Web,13.0,3,3348.7560000000003
CMD01707,2024-04-03,Ali Benali,Beauté,Parfum,4,127.85,0.15,France,Web,1.96,1,434.69
